latitude,longitude,estado,bioma,mes,temperatura_media,umidade_relativa,precipitacao_mm,velocidade_vento,dias_sem_chuva,focos_calor_7d,distancia_foco_km,ndvi,historico_incendios,risco_incendio
-0.685556,-40.947853,GO,Cerrado,3,32.53,47.97,70.9,6.13,15,3,31.88,0.419,2,medio
-9.62053,-58.851345,RS,Caatinga,4,32.63,33.86,54.63,19.44,6,6,21.45,0.529,3,medio
-13.271628,-71.471614,CE,Cerrado,8,29.13,18.21,10.85,0.0,29,14,25.52,0.325,7,critico
3.376853,-59.502986,CE,Cerrado,12,28.21,65.4,4.11,13.72,7,4,53.47,0.304,2,medio
-19.931678,-39.004684,RJ,Cerrado,4,23.32,57.2,12.13,10.96,18,1,18.64,0.648,4,medio
-17.861941,-66.481604,MT,Cerrado,6,28.1,57.64,42.68,10.84,7,3,120.0,0.407,3,baixo
-20.78796,-41.693129,PE,Amazônia,6,32.69,69.51,45.23,7.43,7,2,20.56,0.329,3,medio
-2.766863,-52.164343,RJ,Cerrado,3,26.46,69.27,11.77,24.76,1,2,4.12,0.664,6,medio
-26.927653,-58.297441,RO,Amazônia,11,26.57,71.64,51.57,17.4,11,4,3.96,0.876,6,medio
-24.686703,-40.871157,PR,Cerrado,2,33.47,53.18,20.19,17.49,8,4,2.21,0.682,3,medio
-22.002134,-64.903157,SP,Mata Atlântica,1,31.57,70.54,39.16,22.65,16,2,59.7,0.682,5,medio
4.721825,-59.413547,AM,Pampa,1,22.91,73.35,3.14,6.33,10,2,1.57,0.351,5,medio
2.594659,-44.328807,AM,Pampa,8,22.92,41.79,1.29,16.99,19,7,23.8,0.718,1,medio
-15.405961,-35.373817,MG,Amazônia,4,23.01,74.87,22.31,18.94,7,4,11.68,0.463,8,medio
-21.288624,-48.65692,MG,Amazônia,4,21.14,82.05,23.92,29.16,3,4,5.21,0.727,5,medio
-3.688241,-50.565124,SC,Pantanal,7,33.49,10.0,26.33,5.35,19,16,41.98,0.592,6,alto
-16.137129,-43.846026,MA,Caatinga,6,28.81,34.06,0.91,13.44,17,8,5.61,0.58,2,alto
-4.679464,-49.622988,RS,Caatinga,10,42.86,41.95,10.54,29.41,23,9,13.34,0.478,10,critico
-7.91391,-48.632391,CE,Amazônia,11,28.41,55.66,19.88,33.55,8,6,6.66,0.28,9,alto
-24.384741,-56.204959,CE,Mata Atlântica,10,31.59,26.34,4.06,18.34,20,6,15.01,0.112,2,critico
-11.126026,-71.901268,MG,Pantanal,9,27.39,14.65,7.46,24.91,22,9,73.05,0.305,5,critico
-13.108593,-43.962449,BA,Cerrado,11,31.2,54.52,5.41,29.83,15,2,19.73,0.885,4,alto
-10.272072,-72.479255,RJ,Caatinga,3,40.32,69.33,27.72,12.59,6,4,9.2,0.253,3,medio
4.946427,-43.317238,PI,Mata Atlântica,2,30.13,44.4,8.68,11.3,12,1,48.88,0.2,3,medio
-31.811283,-43.312647,RJ,Amazônia,1,26.38,81.8,15.31,6.15,6,3,24.6,0.841,4,medio
-9.468758,-63.649695,BA,Amazônia,4,29.21,67.98,16.78,9.95,12,3,3.51,0.668,5,medio
-5.977177,-49.480338,RJ,Cerrado,11,32.88,53.09,3.96,22.45,8,1,21.95,0.628,6,alto
-23.586559,-41.361302,MT,Amazônia,12,23.16,61.82,49.05,16.93,6,2,17.14,0.512,1,baixo
0.768919,-72.700682,PR,Mata Atlântica,8,30.34,59.51,5.94,10.37,11,3,11.94,0.43,2,alto
-27.987595,-50.556644,SP,Pampa,2,30.33,43.54,33.82,1.62,9,2,67.31,0.59,2,baixo
-0.064688,-49.421884,RO,Amazônia,10,37.52,30.32,27.34,11.16,25,9,15.3,0.506,3,alto
0.969661,-67.183197,MT,Amazônia,2,31.35,94.43,50.74,0.0,14,2,6.04,0.677,4,medio
-14.238286,-52.737041,SP,Pampa,8,23.79,57.26,5.49,13.6,34,0,138.9,0.115,5,medio
-29.631772,-69.885968,RO,Pampa,12,15.0,62.16,20.36,6.49,3,2,41.55,0.476,2,baixo
-24.147852,-59.132963,SP,Cerrado,4,27.21,41.08,37.34,24.33,4,3,26.18,0.626,4,medio
-12.455781,-46.74762,PI,Amazônia,1,19.58,64.95,35.89,15.44,11,5,28.77,0.597,5,medio
-0.963368,-69.546384,TO,Cerrado,9,36.73,10.0,1.13,13.96,10,13,15.82,0.193,8,critico
-24.283642,-52.671391,SC,Cerrado,10,31.44,10.79,0.65,13.55,16,9,18.84,0.05,7,critico
-26.963414,-50.662108,SC,Amazônia,12,21.61,78.24,36.49,5.78,4,6,26.71,0.479,2,baixo
-20.804952,-61.566806,CE,Cerrado,10,33.66,29.67,3.0,21.69,21,8,15.1,0.205,10,critico
-3.927629,-34.558243,CE,Cerrado,4,33.76,33.58,23.64,15.26,19,6,6.43,0.517,6,alto
-28.931194,-47.315522,MA,Amazônia,7,30.93,40.05,8.86,14.44,6,7,1.0,0.556,9,alto
-2.181451,-36.4368,BA,Caatinga,10,31.72,32.07,4.72,6.36,27,9,18.18,0.415,2,alto
-13.498183,-70.181623,PI,Cerrado,4,33.02,66.37,4.37,8.89,4,1,10.55,0.507,5,medio
-27.612189,-59.197642,MT,Cerrado,9,34.48,26.22,4.47,13.59,36,3,8.18,0.435,4,critico
2.121102,-41.451511,PI,Cerrado,2,37.22,62.58,35.61,10.08,12,3,16.07,0.428,6,medio
-1.149438,-34.011809,TO,Mata Atlântica,7,34.62,31.43,16.51,13.18,9,8,1.04,0.521,2,alto
-29.153878,-58.061637,CE,Amazônia,1,23.89,62.24,73.75,21.27,14,3,22.62,0.446,1,medio
-31.156543,-69.127399,CE,Amazônia,12,25.41,89.58,21.36,16.18,11,3,3.24,0.454,5,medio
-25.447795,-37.05561,MA,Pantanal,7,37.63,42.84,13.5,19.58,31,8,8.6,0.385,8,critico
-31.390349,-64.71946,TO,Cerrado,3,32.01,61.63,41.18,9.85,15,5,1.0,0.415,9,alto
-29.135313,-48.992786,MA,Cerrado,2,28.83,61.62,12.52,17.04,9,2,6.53,0.735,2,medio
-22.950728,-35.289863,CE,Pampa,9,25.32,18.19,5.07,0.0,13,5,13.84,0.321,2,alto
-32.433923,-37.112527,RO,Caatinga,1,27.88,47.55,13.32,15.43,8,6,22.47,0.673,3,medio
3.621875,-48.590837,PA,Pampa,5,27.58,87.18,3.83,3.9,5,0,127.03,0.336,5,medio
3.393561,-58.881043,AM,Caatinga,4,27.11,64.45,13.14,0.0,14,2,33.68,0.69,5,medio
0.798871,-50.396907,TO,Pantanal,6,26.06,43.04,10.6,26.33,23,4,101.32,0.635,8,alto
-21.002307,-49.138866,PE,Mata Atlântica,10,33.9,37.01,10.47,21.06,13,5,72.74,0.248,6,alto
-10.661886,-39.226744,RO,Mata Atlântica,2,31.47,71.1,56.36,16.63,8,1,2.49,0.339,4,medio
0.341239,-37.396758,GO,Amazônia,7,25.07,24.75,10.4,10.12,34,11,1.0,0.417,3,critico
0.670064,-65.224933,CE,Mata Atlântica,3,28.94,53.63,9.67,12.17,5,1,45.49,0.635,3,medio
-6.37258,-47.74492,RO,Amazônia,12,30.13,78.95,17.19,12.32,5,2,30.21,0.434,9,medio
3.67182,-58.052437,MT,Amazônia,4,22.99,78.05,27.14,10.49,10,0,91.95,0.504,7,baixo
-20.290717,-38.518619,BA,Mata Atlântica,5,26.46,60.39,18.4,9.36,8,0,86.32,0.683,6,baixo
-3.732468,-68.302114,PE,Amazônia,4,27.84,83.66,16.97,17.11,2,7,29.0,0.353,2,medio
-17.108212,-67.664723,RO,Caatinga,7,30.35,13.01,3.96,9.07,35,8,49.86,0.509,5,alto
-26.444048,-48.498252,BA,Cerrado,12,26.83,54.14,5.18,6.77,4,1,28.21,0.632,5,medio
0.598274,-54.006357,MS,Cerrado,2,20.38,26.17,11.35,12.54,10,4,32.31,0.654,5,medio
-21.563938,-70.277137,PA,Caatinga,5,29.16,42.38,86.85,12.61,7,2,16.69,0.541,2,baixo
-32.051705,-53.707063,AM,Amazônia,1,24.98,78.02,65.86,13.26,16,0,103.92,0.255,6,baixo
-29.650614,-41.709591,RO,Cerrado,9,39.62,31.7,13.93,11.76,14,3,2.02,0.343,1,alto
-26.581691,-50.477046,MA,Cerrado,3,32.45,54.18,68.8,9.98,20,8,20.63,0.564,4,alto
-29.235076,-35.658884,MT,Mata Atlântica,7,30.53,30.42,1.42,28.65,21,9,21.2,0.453,3,alto
-10.579719,-61.999595,MG,Amazônia,4,27.67,51.72,32.31,13.73,10,4,21.03,0.345,2,medio
-24.322559,-36.108162,PE,Cerrado,8,37.1,21.45,2.26,31.31,11,12,14.66,0.398,7,critico
-22.581924,-59.50868,SP,Cerrado,7,36.43,49.24,0.79,23.5,22,4,4.13,0.501,12,critico
-17.247999,-35.17238,MS,Caatinga,6,26.14,82.97,40.59,6.98,11,2,10.61,0.415,6,medio
-16.4798,-64.827716,BA,Amazônia,7,31.37,45.25,29.41,8.02,15,5,7.82,0.461,11,alto
-20.438712,-36.645097,AM,Amazônia,7,35.83,47.74,26.99,22.51,29,7,1.0,0.774,3,alto
-18.184061,-57.288589,SC,Amazônia,12,23.09,67.16,12.81,14.59,14,0,114.33,0.322,9,medio
1.697373,-37.888195,MS,Cerrado,6,31.45,38.32,15.76,23.76,12,5,11.32,0.777,1,alto
-15.71924,-37.970593,PI,Pampa,12,15.0,52.35,38.73,20.01,16,2,53.63,0.468,0,baixo
-29.757923,-47.322807,SP,Cerrado,3,32.21,45.44,18.16,19.42,3,2,12.44,0.675,6,medio
-32.627334,-45.156561,MS,Mata Atlântica,7,28.57,19.23,3.83,13.73,16,7,6.06,0.467,5,alto
-6.475061,-72.435727,MA,Amazônia,2,29.18,48.35,35.35,12.51,10,1,19.78,0.307,8,medio
-28.802874,-45.548323,MS,Cerrado,4,24.36,75.55,16.01,4.57,9,3,18.66,0.715,7,medio
-11.378189,-49.530982,TO,Amazônia,3,29.49,95.0,14.58,15.97,10,0,67.78,0.634,2,baixo
-5.123836,-52.801395,SC,Caatinga,2,33.18,65.58,6.99,10.75,12,1,49.76,0.377,6,medio
-7.501179,-35.284183,RO,Mata Atlântica,10,28.49,32.02,0.2,21.94,15,6,37.45,0.145,8,critico
-25.340038,-66.52677,RJ,Caatinga,3,29.21,37.68,9.74,15.18,21,9,40.07,0.401,6,alto
-22.122235,-63.63495,RS,Mata Atlântica,2,33.71,95.0,6.42,30.19,14,2,80.99,0.503,1,medio
-7.613233,-51.460823,TO,Amazônia,2,28.85,93.04,45.69,11.6,16,2,8.02,0.757,4,medio
-18.504127,-44.513592,SP,Amazônia,12,24.82,50.4,85.22,22.21,17,7,6.49,0.639,7,medio
-1.886788,-66.463295,RS,Pantanal,10,39.25,10.0,4.15,8.28,27,3,11.61,0.202,6,critico
0.870424,-59.619393,PA,Cerrado,4,24.27,91.1,33.83,16.58,8,1,5.46,0.758,6,medio
-22.949435,-67.823524,CE,Cerrado,8,34.29,67.65,3.53,16.21,13,3,9.11,0.525,5,alto
-14.8099,-72.317644,CE,Cerrado,4,34.34,33.41,2.35,28.56,18,5,4.06,0.862,6,critico
-29.077552,-35.592583,RO,Cerrado,10,25.94,13.38,9.79,5.37,12,5,7.05,0.535,7,alto
-3.956143,-36.568562,RO,Cerrado,2,26.91,47.46,81.09,14.69,18,5,24.47,0.327,6,medio
-26.988558,-63.617069,RJ,Amazônia,4,25.98,84.36,66.0,11.14,0,3,3.74,0.479,1,baixo
-8.306762,-37.998031,RO,Mata Atlântica,8,30.07,37.73,7.97,19.33,32,8,44.74,0.621,5,alto
-7.475202,-47.838367,SP,Mata Atlântica,1,25.58,69.36,25.32,12.39,15,0,146.9,0.641,2,baixo
-5.444919,-40.752224,MA,Pampa,2,20.87,51.6,35.53,5.77,15,1,12.06,0.615,3,medio
-9.114375,-53.586234,MT,Amazônia,9,23.85,33.7,14.96,11.21,14,6,19.84,0.287,5,alto
-9.962574,-72.413701,BA,Amazônia,4,25.64,66.83,48.14,12.16,4,3,4.32,0.763,4,medio
-2.324668,-38.020013,BA,Mata Atlântica,12,28.96,68.47,2.69,0.0,0,0,89.35,0.35,5,baixo
-6.704717,-47.4519,MA,Amazônia,9,32.35,52.65,28.42,15.52,32,9,29.82,0.295,7,alto
-18.509152,-54.815305,RS,Cerrado,4,25.31,25.88,2.03,8.71,8,5,1.0,0.071,3,alto
-15.412629,-63.013552,GO,Mata Atlântica,2,33.43,72.6,11.59,17.98,15,0,128.56,0.677,4,medio
1.405708,-59.35087,BA,Caatinga,6,22.8,55.46,19.77,3.62,5,4,21.24,0.399,1,baixo
-28.42862,-41.085436,MG,Cerrado,12,39.64,60.7,4.66,17.16,14,3,7.96,0.413,5,alto
-20.895804,-36.752143,GO,Mata Atlântica,7,28.6,43.57,5.17,13.18,34,3,12.98,0.201,4,alto
-18.409945,-43.756057,MG,Mata Atlântica,7,33.44,61.41,6.78,7.91,30,5,12.26,0.669,6,alto
-0.72496,-56.584126,RJ,Pantanal,1,31.71,55.44,15.38,0.0,12,8,8.75,0.579,11,alto
1.511537,-41.231884,PE,Mata Atlântica,12,31.4,95.0,9.96,36.48,9,0,141.49,0.657,3,medio
-16.946726,-65.359425,RJ,Cerrado,9,31.75,45.13,1.9,8.12,21,7,64.13,0.645,7,alto
-9.633928,-62.886595,RJ,Mata Atlântica,2,23.09,28.89,49.88,18.77,15,1,11.38,0.875,3,medio
3.598284,-53.331722,SC,Caatinga,1,31.65,69.55,20.89,23.5,6,5,46.63,0.701,4,medio
-14.617342,-51.978803,RJ,Cerrado,7,41.42,13.11,4.46,2.97,33,9,3.79,0.471,5,critico
-29.693822,-68.403402,PR,Caatinga,4,28.98,45.37,24.37,13.5,16,3,7.72,0.569,3,medio
1.436826,-51.991803,MA,Amazônia,4,26.27,49.66,139.74,8.59,16,5,16.97,0.614,8,medio
-12.157609,-52.154995,GO,Pantanal,9,35.27,10.0,5.59,14.02,34,7,18.91,0.268,6,critico
-11.571574,-63.672951,PI,Pantanal,10,35.25,44.87,5.85,8.73,41,8,28.75,0.326,6,critico
-27.578624,-55.08273,CE,Pampa,2,29.16,57.59,49.88,11.29,12,1,52.31,0.38,3,baixo
-27.042748,-49.868958,BA,Amazônia,11,33.0,63.33,41.76,15.19,0,3,5.25,0.227,2,medio
3.633079,-47.530426,MG,Cerrado,3,26.32,66.49,3.9,22.25,6,4,50.02,0.341,6,medio
-5.734779,-61.504229,SC,Cerrado,9,35.58,15.3,1.58,19.47,30,10,10.0,0.257,2,critico
-10.795537,-71.256896,MG,Pampa,6,27.79,82.51,54.54,19.82,17,5,75.53,0.52,2,medio
-21.112494,-69.314778,MS,Amazônia,11,33.67,95.0,8.14,31.64,13,3,54.46,0.799,3,medio
-14.468584,-70.518163,RO,Cerrado,7,34.6,10.0,0.74,17.63,16,9,4.6,0.171,3,critico
-19.990836,-35.211894,AM,Mata Atlântica,11,29.92,63.49,28.15,23.85,1,1,16.54,0.637,3,baixo
2.054894,-40.71793,PI,Pampa,4,17.76,43.08,14.15,22.73,12,1,7.57,0.759,3,medio
-19.814012,-56.787839,GO,Caatinga,2,33.96,22.89,2.06,17.74,9,2,7.83,0.506,3,alto
-22.502259,-36.53075,PI,Caatinga,11,29.03,89.06,21.7,29.6,6,6,2.37,0.599,3,medio
0.607097,-39.290365,AM,Amazônia,10,33.64,42.44,9.68,16.15,23,9,40.07,0.697,6,alto
-7.964148,-71.41623,BA,Cerrado,6,28.45,21.7,45.48,14.26,10,5,9.12,0.407,5,alto
-13.218696,-65.61591,RS,Caatinga,7,30.14,20.96,4.53,12.54,16,12,10.49,0.383,6,critico
2.524827,-71.988404,PA,Cerrado,3,30.19,25.56,12.85,18.37,13,5,4.42,0.076,5,critico
-0.526438,-67.273409,CE,Pampa,1,26.72,29.54,4.16,23.93,1,0,135.62,0.568,4,medio
-5.086975,-37.592148,RO,Cerrado,8,37.49,42.94,2.71,17.06,35,9,6.81,0.118,8,critico
0.706979,-35.420042,PI,Cerrado,3,29.05,73.24,17.82,16.2,15,4,31.12,0.492,6,medio
-23.60337,-42.610397,RJ,Mata Atlântica,8,28.02,42.8,13.3,19.85,23,7,11.23,0.273,5,alto
-3.883003,-65.909922,PI,Caatinga,4,33.21,38.53,50.42,14.14,13,3,12.39,0.344,5,alto
-1.347466,-44.877583,TO,Amazônia,8,31.25,60.13,26.05,19.18,33,14,13.59,0.774,4,alto
-30.589411,-35.376795,RS,Cerrado,11,27.75,55.45,2.18,31.98,14,1,1.0,0.606,4,alto
-15.352807,-71.445572,PI,Cerrado,2,28.01,56.58,3.73,16.16,10,1,22.1,0.05,2,medio
-22.87049,-66.346598,TO,Amazônia,10,31.61,45.0,27.96,5.81,8,9,5.12,0.435,4,alto
-13.832016,-61.560437,SC,Caatinga,5,38.13,57.54,27.93,13.24,13,2,4.64,0.287,2,medio
-7.187792,-68.738025,BA,Cerrado,2,31.88,37.62,13.11,15.3,13,2,1.0,0.95,5,alto
-20.446497,-69.337297,CE,Amazônia,7,34.26,75.93,20.82,14.07,25,8,7.49,0.489,3,alto
-23.025269,-50.515326,CE,Cerrado,12,22.76,54.29,29.61,12.56,23,3,3.48,0.53,3,medio
-5.004235,-58.120065,CE,Pantanal,7,32.98,24.82,7.11,25.54,8,9,1.64,0.66,11,critico
-3.039392,-61.726144,RO,Mata Atlântica,9,31.11,47.45,10.56,3.98,14,7,11.93,0.302,3,alto
4.50517,-58.293058,PE,Amazônia,3,22.02,66.96,21.09,24.2,14,4,10.19,0.5,4,medio
-29.479664,-64.394823,SP,Amazônia,10,32.77,46.41,7.64,11.14,24,7,5.27,0.423,4,critico
-31.721642,-68.26882,MT,Caatinga,2,25.78,51.72,5.08,17.01,14,1,39.19,0.531,3,medio
-32.887252,-41.509307,BA,Amazônia,6,28.98,57.47,14.71,8.82,1,2,24.35,0.539,11,medio
-28.939958,-43.574841,SP,Mata Atlântica,9,32.61,31.3,3.7,18.01,18,9,26.05,0.227,4,critico
-12.463964,-36.176059,RJ,Cerrado,3,36.65,17.82,54.13,7.38,17,11,18.0,0.392,6,alto
-13.743331,-45.608669,MG,Cerrado,1,25.66,65.88,6.23,11.4,12,5,11.98,0.361,3,medio
-2.122767,-38.068207,RJ,Amazônia,9,34.13,38.49,11.13,14.18,19,8,10.95,0.471,6,alto
-15.492436,-68.083619,SP,Cerrado,4,24.61,46.59,34.77,5.5,9,4,3.41,0.675,7,medio
-16.787858,-37.507432,MT,Cerrado,11,27.74,46.99,8.79,11.39,13,4,4.61,0.601,5,alto
-7.098154,-42.593998,SP,Caatinga,12,24.11,47.67,39.62,10.43,18,6,6.92,0.427,2,medio
4.94286,-70.128527,PE,Cerrado,2,26.19,62.01,45.74,10.5,19,6,1.07,0.649,6,medio
-27.556395,-60.423455,RJ,Cerrado,12,28.44,58.86,37.78,24.17,11,2,6.9,0.542,6,medio
-15.796642,-39.928869,MT,Caatinga,11,29.56,49.81,11.41,8.48,6,1,19.84,0.462,2,medio
-8.596084,-72.951245,CE,Amazônia,9,35.06,66.4,26.2,19.75,30,11,6.39,0.249,5,critico
-22.293414,-43.65154,PA,Mata Atlântica,10,34.09,29.77,13.7,9.12,18,6,38.11,0.364,4,alto
-32.529895,-68.910805,AM,Cerrado,10,38.55,10.0,1.81,9.34,15,7,25.55,0.093,4,critico
-20.699328,-45.07582,PA,Cerrado,3,33.03,51.16,2.22,16.97,13,5,4.92,0.388,4,alto
-2.127881,-67.600444,MG,Amazônia,2,25.67,95.0,42.19,8.93,14,3,6.57,0.544,2,medio
-0.349533,-69.845819,MS,Caatinga,1,21.78,48.86,33.5,20.74,13,4,21.28,0.471,2,medio
-7.375798,-53.54217,CE,Amazônia,12,24.52,53.74,43.98,9.88,10,2,4.25,0.606,7,medio
-20.350512,-64.614494,GO,Mata Atlântica,7,38.11,47.42,3.91,19.17,14,4,21.44,0.215,11,critico
-20.088289,-41.633357,PE,Caatinga,5,22.76,69.52,103.18,3.08,14,3,6.25,0.545,3,baixo
-14.921512,-59.901795,GO,Cerrado,7,36.52,10.0,25.61,18.54,15,9,2.45,0.518,5,critico
-6.288423,-52.238195,MT,Caatinga,9,34.25,33.39,16.82,8.51,25,8,22.78,0.4,5,alto
3.086992,-56.683869,TO,Cerrado,4,38.47,77.52,26.32,24.8,16,4,66.56,0.508,7,medio
-5.140434,-52.756488,MA,Caatinga,5,32.55,23.88,19.86,0.0,19,8,5.01,0.471,6,alto
-0.694821,-51.592944,SC,Amazônia,10,34.51,59.7,10.08,5.44,5,4,1.0,0.515,7,alto
-5.108462,-40.686187,MT,Amazônia,8,31.71,40.94,13.37,27.46,24,6,10.71,0.124,6,critico
-20.231976,-44.533614,MT,Cerrado,7,34.13,24.8,6.59,15.75,29,11,2.63,0.292,4,critico
-21.575977,-62.838965,PA,Mata Atlântica,4,23.68,73.66,13.12,10.22,9,1,1.0,0.719,1,medio
-20.971308,-44.281333,CE,Cerrado,8,26.4,11.07,1.12,18.18,33,9,8.37,0.297,5,critico
-31.854394,-68.717542,BA,Mata Atlântica,3,19.58,33.54,89.66,14.29,5,1,39.19,0.945,1,baixo
1.378226,-69.405461,RS,Cerrado,3,21.22,42.71,8.73,23.66,1,2,15.46,0.518,9,medio
0.853202,-42.930469,GO,Pantanal,12,27.29,34.95,47.07,25.25,18,8,8.96,0.511,10,alto
-21.485745,-63.996165,SC,Mata Atlântica,7,33.48,20.65,3.88,12.56,33,4,85.89,0.483,4,alto
-17.948894,-50.283837,TO,Caatinga,8,26.05,21.59,2.84,5.58,29,12,12.48,0.05,4,critico
-1.195552,-51.484238,RO,Cerrado,5,31.34,55.64,8.33,12.84,5,7,72.32,0.493,6,medio
-17.501992,-56.077023,BA,Mata Atlântica,5,29.91,84.95,2.24,11.82,3,0,114.43,0.393,2,baixo
-17.681209,-70.312866,RO,Pampa,2,28.51,79.34,11.78,16.18,5,2,6.29,0.533,5,medio
4.550027,-65.365364,MS,Cerrado,10,42.32,35.9,5.29,20.61,22,4,9.92,0.359,10,critico
-15.107954,-43.564474,MG,Pampa,8,24.51,29.01,1.09,8.61,15,4,56.9,0.328,2,medio
0.566204,-66.4001,PR,Caatinga,12,26.54,41.68,23.13,14.4,8,1,10.13,0.157,3,medio
-4.176009,-72.391153,BA,Amazônia,10,32.58,44.18,35.71,19.94,23,7,7.28,0.22,7,critico
-8.269363,-35.503997,MT,Pampa,11,30.45,89.43,1.33,21.81,0,1,3.05,0.624,2,medio
-19.944938,-64.801934,MG,Pantanal,7,33.28,28.12,3.6,21.08,9,8,1.56,0.337,5,critico
3.593308,-60.90965,MT,Pantanal,2,30.31,43.53,11.84,4.85,7,6,14.57,0.411,9,alto
0.782184,-68.105854,RS,Cerrado,7,24.23,10.36,3.13,0.0,34,11,10.63,0.451,2,alto
-2.387786,-52.032156,RO,Cerrado,9,33.29,34.71,13.74,25.4,20,10,8.9,0.709,11,critico
-2.051708,-52.827476,SP,Mata Atlântica,1,28.69,95.0,11.36,11.18,4,1,11.5,0.418,2,medio
-13.995806,-50.810546,SP,Mata Atlântica,6,21.22,51.97,58.79,15.27,16,2,1.39,0.807,1,medio
-24.989528,-67.173149,RS,Amazônia,9,34.0,68.25,13.0,2.53,21,13,20.66,0.651,5,alto
-8.918191,-71.996453,MT,Amazônia,1,21.2,86.36,32.91,15.75,16,3,1.0,0.843,2,medio
-24.590094,-64.38287,MT,Caatinga,2,32.57,54.56,27.86,19.3,17,2,48.63,0.595,2,medio
-32.084172,-36.37381,SC,Amazônia,8,32.15,47.31,9.41,13.91,7,3,1.64,0.388,6,alto
-28.555505,-53.40249,PI,Cerrado,12,27.87,68.14,45.41,29.29,12,2,15.13,0.491,10,medio
-14.037322,-48.847286,SP,Cerrado,5,25.9,41.37,40.28,12.07,10,2,13.32,0.52,6,medio
-13.583322,-58.791311,RO,Mata Atlântica,6,23.07,59.84,44.97,18.24,6,1,48.07,0.786,3,baixo
-17.542858,-37.951198,TO,Pantanal,7,33.09,15.49,25.86,18.18,27,7,76.69,0.629,8,alto
-5.446042,-54.009619,TO,Mata Atlântica,12,31.1,60.7,51.25,18.63,13,2,14.94,0.578,3,medio
-26.42396,-41.348767,PR,Pantanal,6,24.95,40.88,66.26,20.14,8,3,4.65,0.3,5,medio
-16.022983,-68.613134,SP,Pampa,10,24.63,46.09,0.65,13.46,32,5,6.49,0.237,3,alto
-28.908926,-50.968208,SC,Cerrado,10,35.9,43.59,7.16,24.59,8,3,7.69,0.385,4,alto
-18.680105,-42.490504,MG,Cerrado,7,34.23,39.04,3.84,10.68,27,8,1.23,0.333,8,critico
-14.421317,-58.013874,SP,Pampa,3,21.29,69.98,7.53,24.2,15,2,21.28,0.126,4,medio
-7.448919,-35.925565,CE,Mata Atlântica,6,21.17,46.6,4.73,9.97,12,1,14.17,0.64,2,medio
-32.932666,-49.577476,BA,Cerrado,8,35.0,35.55,0.02,25.46,17,8,8.21,0.16,6,critico
-18.501871,-54.45847,RO,Amazônia,4,23.67,80.08,51.5,11.92,4,2,15.17,0.733,5,baixo
-25.957775,-61.26415,PE,Pantanal,11,26.08,43.1,0.31,11.88,10,3,3.99,0.315,1,alto
-6.110044,-54.955605,BA,Pantanal,11,27.13,39.73,18.25,2.33,18,4,32.83,0.449,6,medio
-12.458337,-65.511689,GO,Pampa,5,23.1,75.38,8.52,20.41,7,0,118.22,0.258,5,medio
-7.911478,-59.167159,CE,Caatinga,2,23.47,58.73,3.65,12.81,1,2,10.08,0.348,2,medio
-30.089418,-70.233452,MT,Cerrado,11,25.42,24.95,6.1,23.06,19,6,28.59,0.702,6,alto
-30.535783,-53.462062,MG,Amazônia,1,27.75,81.89,37.54,16.41,10,5,2.49,0.485,3,medio
2.88392,-51.167657,BA,Amazônia,10,34.53,95.0,26.11,14.23,12,5,8.18,0.711,0,medio
-31.441591,-36.78243,MT,Mata Atlântica,7,33.49,34.43,0.91,16.17,16,5,1.39,0.108,4,critico
-18.714062,-36.015469,PE,Caatinga,7,30.96,34.34,0.37,20.88,31,8,12.64,0.064,3,critico
-0.660047,-70.211068,RJ,Pampa,10,28.45,35.76,8.2,7.53,7,3,14.44,0.507,1,medio
-0.93465,-37.25208,RS,Amazônia,9,32.37,66.51,37.23,7.35,21,4,5.35,0.121,5,alto
-28.002295,-71.309748,CE,Amazônia,5,29.97,95.0,21.82,0.34,1,2,1.0,0.541,4,medio
-13.412927,-35.162925,RJ,Cerrado,10,32.62,23.59,4.96,20.53,13,13,18.19,0.364,8,critico
-20.016586,-43.287098,SP,Amazônia,1,36.01,66.1,105.0,8.78,16,4,33.66,0.336,8,medio
-0.573715,-55.737577,MG,Mata Atlântica,8,28.34,10.0,8.46,6.09,25,11,43.33,0.25,6,critico
-27.831717,-55.15016,GO,Mata Atlântica,4,30.06,86.98,48.23,0.0,9,0,90.07,0.62,6,baixo
2.106503,-48.352093,CE,Caatinga,10,38.7,33.29,0.98,21.26,32,7,3.38,0.05,4,critico
-30.192916,-66.655605,MG,Cerrado,12,23.55,65.95,13.76,13.1,10,4,9.11,0.382,6,medio
-13.903934,-41.67574,GO,Pampa,11,20.91,53.45,35.07,21.23,13,1,12.37,0.478,3,medio
2.564824,-69.446422,RS,Caatinga,6,31.56,44.53,4.9,19.07,21,2,14.76,0.381,2,alto
-26.571335,-35.760449,CE,Amazônia,5,30.31,61.52,20.4,2.67,7,4,43.71,0.597,4,medio
-17.702976,-70.837828,TO,Cerrado,12,34.35,27.63,4.6,1.0,17,10,55.57,0.076,6,alto
0.140575,-61.966374,RS,Pampa,5,25.54,35.7,1.85,11.31,0,1,16.96,0.423,2,medio
-31.83926,-37.087294,RJ,Pantanal,5,23.69,65.05,1.07,15.8,12,2,14.29,0.317,10,alto
1.864928,-40.761872,SP,Amazônia,10,34.28,51.34,28.49,3.29,29,16,2.3,0.459,8,critico
